Word,Total Occurrences,doc6.txt,doc5.txt,doc4.txt,doc1.txt,doc3.txt,doc2.txt
profits,1,,,,,,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work."
"highwage,",1,,,,,,
"Zone,",1,,"As a phased redeployment is executed, the majority of the U.S. troops remaining in Iraq should be dedicated to the critical, but less visible roles, of protecting logistics supply points, critical infrastructure, and American enclaves like the Green Zone, as well as acting as a rapid reaction force to respond to emergencies and go after terrorists.",,,,
style,1,,,,,,
Kenyatta,1,,,"The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds.",,,
save,1,,,,,,
participation,1,,,,,,
two,17,,,,,,
ideals;,1,,,,,,
"all,",3,,,,,,
dirty,1,,,,,,
agenda,2,,,,,,
bases,1,,,,,,
"failures,",1,,,,,,
usthat,1,,,,,,
steps,4,,,,,,
line,1,,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq.",,,,"It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
announcement.,1,,,,,,
"happens,",1,,,,,,
lobbyists,3,,,,,,
"7,500",1,,,,,,
understood,1,,,,,,
victory,4,,,,,,
refused.,1,,,,,,
selfdetermination,1,,,,,,
focuses,1,,,,,,
foreign,7,,,,,Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances.,
gather,1,,,,,,
unprecedented,1,,,,,,
economyare,1,,,,,,
authority,1,,,,,,
community,4,,,,,,
uphold,2,,,,,,
standing,5,,,,,,
couldve,3,,,,,,
begin.,1,,,,,,
uninsured,1,,,,,,
ever,5,,,,"I saw that the problems people faced weren't simply local in nature - that the decision to close a steel mill was made by distant executives; that the lack of textbooks and computers in schools could be traced to the skewed priorities of politicians a thousand miles away; and that when a child turns to violence, there's a hole in his heart no government could ever fill.",Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances.,
deliver,2,,,,,,
ballot.,2,,,,,,"It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
yes,1,,,,,,
An,2,"And that is why the nuclear, chemical, and biological weapons within the borders of the former Soviet Union represent the greatest threat to the security of the United States - a threat we need to think seriously and intelligently about in the months to come.",,,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.","And in the midst of this rally, someone comes up to me and says that there's a woman who'd like to come meet you, and she's traveled a long way and she wants to take a picture and shake your hand.",
gross,1,,,,,,
officials,4,,,,,,
friend,2,,,,,,
"cuts,",1,,,,,,
worldclass,1,,,,,,
"who,",1,,,,,,
Syria,4,,,,,,
rise.,1,,,,,,
reconciled,1,,,,,,
Western,1,,,,,,
citizens,2,,,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.",,,
Most,2,,,,,,
watch,3,,,,,,
towns,1,,,,,,
affordlife,1,,,,,,
redeploying,1,,,,,,
Tuesdays,2,,,,,,
challenging,1,,,,,,
will.,1,,,,,,
"cause,",1,,,,"And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.",,
Voting,1,,,,,,
forbearers,1,,,,,,
my,52,,,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",,,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work. | In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships. | It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot."
succeeded,2,,,,,,
hope,11,,,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.",,,
